frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
21,770.0,167.0,778.0,158.0,762.0,158.0,791.0,159.0,750.0,158.0,810.0,210.0,730.0,208.0,838.0,271.0,703.0,262.0,853.0,325.0,685.0,308.0,794.0,325.0,742.0,324.0,797.0,411.0,738.0,408.0,801.0,501.0,730.0,500.0
22,770.0,169.0,778.0,160.0,762.0,160.0,790.0,159.0,750.0,159.0,810.0,210.0,730.0,208.0,838.0,271.0,703.0,263.0,852.0,325.0,685.0,308.0,794.0,325.0,742.0,324.0,797.0,411.0,737.0,408.0,802.0,501.0,730.0,499.0
23,770.0,172.0,778.0,163.0,762.0,163.0,792.0,161.0,750.0,162.0,812.0,211.0,730.0,209.0,838.0,271.0,701.0,265.0,851.0,325.0,682.0,316.0,795.0,325.0,742.0,324.0,798.0,412.0,737.0,408.0,802.0,501.0,730.0,500.0
24,771.0,176.0,779.0,167.0,763.0,167.0,794.0,164.0,751.0,165.0,813.0,212.0,731.0,210.0,839.0,272.0,702.0,265.0,852.0,327.0,684.0,312.0,795.0,326.0,743.0,325.0,798.0,412.0,736.0,408.0,803.0,501.0,730.0,500.0
25,771.0,179.0,780.0,170.0,763.0,170.0,795.0,167.0,752.0,168.0,815.0,216.0,732.0,213.0,839.0,274.0,700.0,269.0,852.0,328.0,682.0,319.0,795.0,328.0,742.0,326.0,798.0,416.0,736.0,409.0,802.0,500.0,730.0,498.0
26,770.0,182.0,779.0,173.0,762.0,173.0,795.0,169.0,752.0,170.0,814.0,215.0,733.0,213.0,839.0,275.0,702.0,269.0,852.0,330.0,683.0,320.0,796.0,329.0,744.0,327.0,800.0,414.0,737.0,407.0,803.0,501.0,730.0,499.0
27,771.0,187.0,780.0,177.0,762.0,178.0,796.0,171.0,751.0,173.0,815.0,217.0,731.0,216.0,837.0,276.0,701.0,271.0,852.0,328.0,684.0,318.0,796.0,328.0,742.0,328.0,799.0,415.0,736.0,408.0,803.0,498.0,729.0,497.0
28,771.0,191.0,780.0,181.0,762.0,182.0,795.0,173.0,750.0,176.0,815.0,219.0,731.0,218.0,839.0,280.0,700.0,275.0,853.0,335.0,683.0,326.0,795.0,331.0,742.0,330.0,799.0,415.0,737.0,409.0,803.0,498.0,730.0,497.0
29,771.0,194.0,780.0,185.0,762.0,185.0,795.0,179.0,751.0,179.0,815.0,222.0,731.0,220.0,840.0,283.0,700.0,279.0,852.0,338.0,683.0,333.0,796.0,331.0,744.0,330.0,800.0,411.0,737.0,409.0,803.0,502.0,731.0,499.0
30,772.0,197.0,781.0,188.0,764.0,188.0,795.0,183.0,752.0,183.0,816.0,225.0,732.0,223.0,841.0,288.0,701.0,281.0,852.0,342.0,683.0,334.0,798.0,330.0,745.0,329.0,800.0,410.0,736.0,409.0,803.0,501.0,731.0,498.0
31,772.0,199.0,780.0,190.0,764.0,189.0,794.0,185.0,752.0,185.0,816.0,228.0,731.0,226.0,842.0,292.0,701.0,285.0,853.0,346.0,685.0,338.0,798.0,331.0,744.0,330.0,801.0,413.0,736.0,410.0,802.0,501.0,731.0,497.0
32,772.0,202.0,781.0,193.0,764.0,192.0,795.0,188.0,753.0,188.0,817.0,231.0,732.0,228.0,842.0,294.0,702.0,286.0,854.0,349.0,688.0,336.0,798.0,331.0,744.0,330.0,803.0,414.0,736.0,411.0,803.0,501.0,731.0,498.0
33,774.0,207.0,782.0,198.0,766.0,198.0,794.0,191.0,753.0,191.0,817.0,233.0,731.0,231.0,842.0,296.0,703.0,288.0,854.0,350.0,689.0,335.0,799.0,334.0,745.0,333.0,803.0,414.0,736.0,413.0,803.0,501.0,731.0,498.0
34,774.0,210.0,783.0,201.0,766.0,201.0,796.0,195.0,754.0,196.0,818.0,236.0,734.0,233.0,844.0,299.0,704.0,289.0,857.0,354.0,690.0,336.0,799.0,333.0,746.0,332.0,801.0,415.0,738.0,412.0,802.0,500.0,732.0,497.0
35,774.0,213.0,783.0,204.0,766.0,205.0,795.0,198.0,753.0,199.0,817.0,239.0,734.0,237.0,844.0,301.0,704.0,293.0,856.0,356.0,689.0,337.0,799.0,333.0,746.0,332.0,802.0,415.0,738.0,412.0,802.0,499.0,732.0,498.0
36,774.0,217.0,783.0,208.0,766.0,209.0,795.0,202.0,753.0,203.0,817.0,243.0,734.0,240.0,843.0,307.0,705.0,295.0,857.0,362.0,689.0,337.0,798.0,333.0,746.0,331.0,802.0,414.0,738.0,413.0,803.0,501.0,732.0,500.0
37,774.0,222.0,783.0,213.0,766.0,213.0,794.0,208.0,753.0,208.0,816.0,249.0,734.0,245.0,845.0,311.0,704.0,299.0,857.0,365.0,688.0,339.0,798.0,335.0,746.0,334.0,803.0,413.0,739.0,412.0,803.0,500.0,732.0,500.0
38,774.0,225.0,782.0,216.0,765.0,216.0,793.0,210.0,753.0,211.0,816.0,250.0,733.0,247.0,844.0,311.0,706.0,299.0,856.0,363.0,693.0,333.0,800.0,336.0,747.0,334.0,803.0,413.0,736.0,411.0,803.0,500.0,732.0,499.0
39,774.0,228.0,782.0,218.0,765.0,219.0,795.0,214.0,753.0,215.0,817.0,253.0,732.0,252.0,841.0,310.0,705.0,304.0,853.0,358.0,695.0,334.0,800.0,337.0,746.0,335.0,805.0,413.0,735.0,407.0,803.0,499.0,732.0,499.0
40,775.0,232.0,783.0,223.0,766.0,223.0,795.0,218.0,753.0,219.0,817.0,258.0,732.0,255.0,842.0,315.0,703.0,311.0,854.0,364.0,686.0,358.0,799.0,338.0,745.0,337.0,805.0,417.0,736.0,411.0,804.0,500.0,731.0,500.0
41,774.0,237.0,782.0,227.0,766.0,228.0,793.0,222.0,753.0,222.0,817.0,261.0,730.0,259.0,842.0,320.0,703.0,320.0,855.0,365.0,681.0,370.0,801.0,342.0,745.0,340.0,806.0,421.0,736.0,417.0,803.0,501.0,731.0,502.0
42,773.0,241.0,781.0,232.0,764.0,232.0,793.0,225.0,751.0,226.0,818.0,263.0,729.0,262.0,845.0,331.0,702.0,329.0,860.0,399.0,680.0,384.0,804.0,341.0,747.0,340.0,807.0,420.0,736.0,417.0,807.0,503.0,731.0,502.0
43,773.0,246.0,782.0,235.0,764.0,236.0,794.0,229.0,751.0,233.0,819.0,267.0,730.0,266.0,847.0,336.0,701.0,332.0,861.0,398.0,680.0,387.0,802.0,336.0,745.0,335.0,805.0,421.0,736.0,414.0,804.0,503.0,730.0,503.0
44,772.0,252.0,781.0,241.0,762.0,242.0,794.0,234.0,750.0,238.0,818.0,272.0,730.0,270.0,846.0,338.0,702.0,336.0,860.0,400.0,681.0,392.0,802.0,337.0,745.0,336.0,806.0,418.0,736.0,409.0,804.0,503.0,730.0,502.0
45,772.0,256.0,781.0,246.0,763.0,247.0,793.0,240.0,751.0,242.0,818.0,278.0,730.0,277.0,846.0,343.0,705.0,343.0,859.0,402.0,685.0,399.0,801.0,340.0,744.0,338.0,807.0,419.0,736.0,411.0,805.0,503.0,731.0,501.0
46,772.0,258.0,780.0,248.0,763.0,249.0,792.0,242.0,751.0,244.0,817.0,280.0,728.0,281.0,842.0,346.0,705.0,347.0,856.0,406.0,684.0,404.0,803.0,343.0,746.0,342.0,805.0,416.0,736.0,409.0,805.0,505.0,733.0,501.0
47,771.0,263.0,779.0,252.0,762.0,254.0,792.0,247.0,751.0,250.0,817.0,284.0,728.0,284.0,842.0,349.0,707.0,349.0,856.0,409.0,686.0,405.0,803.0,344.0,745.0,343.0,806.0,417.0,735.0,407.0,805.0,504.0,733.0,499.0
48,772.0,268.0,780.0,257.0,762.0,258.0,793.0,253.0,751.0,256.0,817.0,289.0,730.0,288.0,842.0,351.0,704.0,354.0,859.0,406.0,685.0,409.0,799.0,342.0,743.0,341.0,804.0,416.0,737.0,405.0,804.0,503.0,731.0,500.0
49,771.0,272.0,780.0,262.0,762.0,263.0,793.0,258.0,751.0,260.0,817.0,296.0,730.0,294.0,843.0,358.0,703.0,358.0,860.0,411.0,682.0,415.0,798.0,344.0,742.0,342.0,806.0,417.0,736.0,410.0,804.0,503.0,731.0,502.0
50,771.0,275.0,780.0,266.0,763.0,267.0,793.0,262.0,751.0,263.0,816.0,296.0,730.0,293.0,842.0,361.0,703.0,358.0,860.0,415.0,685.0,415.0,797.0,339.0,740.0,337.0,804.0,414.0,735.0,411.0,803.0,499.0,730.0,501.0
51,771.0,281.0,780.0,272.0,762.0,272.0,793.0,267.0,751.0,268.0,816.0,301.0,730.0,298.0,843.0,363.0,702.0,362.0,863.0,421.0,683.0,419.0,798.0,346.0,741.0,344.0,804.0,413.0,735.0,406.0,805.0,503.0,731.0,501.0
52,771.0,286.0,780.0,276.0,762.0,277.0,793.0,271.0,751.0,272.0,817.0,303.0,730.0,299.0,842.0,366.0,703.0,364.0,863.0,425.0,683.0,423.0,797.0,346.0,741.0,344.0,804.0,413.0,734.0,406.0,804.0,504.0,731.0,501.0
53,770.0,291.0,779.0,281.0,761.0,281.0,793.0,274.0,751.0,274.0,817.0,306.0,729.0,301.0,843.0,373.0,702.0,367.0,862.0,432.0,682.0,426.0,796.0,348.0,739.0,346.0,805.0,410.0,733.0,405.0,804.0,503.0,731.0,502.0
54,770.0,294.0,779.0,284.0,761.0,285.0,793.0,278.0,751.0,280.0,817.0,308.0,730.0,307.0,842.0,374.0,702.0,371.0,861.0,432.0,683.0,427.0,797.0,349.0,740.0,348.0,804.0,410.0,733.0,410.0,803.0,502.0,731.0,503.0
55,769.0,299.0,778.0,289.0,761.0,289.0,792.0,282.0,751.0,283.0,816.0,312.0,729.0,309.0,841.0,378.0,702.0,375.0,861.0,435.0,684.0,428.0,796.0,351.0,740.0,350.0,804.0,412.0,733.0,413.0,803.0,503.0,731.0,504.0
56,768.0,302.0,776.0,292.0,760.0,292.0,791.0,286.0,750.0,287.0,815.0,315.0,728.0,313.0,839.0,381.0,703.0,378.0,860.0,436.0,685.0,428.0,797.0,352.0,740.0,352.0,804.0,412.0,734.0,413.0,804.0,504.0,730.0,505.0
57,767.0,304.0,776.0,295.0,759.0,295.0,789.0,288.0,749.0,288.0,814.0,316.0,728.0,313.0,837.0,380.0,703.0,378.0,859.0,432.0,685.0,434.0,796.0,354.0,740.0,353.0,804.0,414.0,734.0,414.0,803.0,505.0,731.0,505.0
58,766.0,308.0,775.0,298.0,758.0,298.0,789.0,292.0,749.0,291.0,814.0,320.0,727.0,316.0,840.0,388.0,701.0,382.0,857.0,449.0,683.0,443.0,797.0,358.0,741.0,356.0,805.0,414.0,734.0,415.0,804.0,503.0,732.0,503.0
59,767.0,310.0,776.0,301.0,759.0,301.0,789.0,293.0,749.0,293.0,814.0,324.0,727.0,321.0,842.0,394.0,700.0,388.0,860.0,457.0,682.0,451.0,794.0,361.0,737.0,359.0,804.0,417.0,733.0,419.0,803.0,504.0,731.0,506.0
60,767.0,314.0,776.0,304.0,758.0,304.0,788.0,299.0,748.0,298.0,811.0,327.0,724.0,325.0,835.0,391.0,701.0,393.0,856.0,450.0,683.0,452.0,792.0,358.0,736.0,358.0,806.0,411.0,733.0,415.0,805.0,500.0,731.0,501.0
61,766.0,318.0,775.0,308.0,758.0,308.0,788.0,302.0,748.0,301.0,811.0,328.0,725.0,327.0,836.0,393.0,701.0,394.0,856.0,452.0,682.0,453.0,791.0,359.0,735.0,358.0,805.0,412.0,733.0,415.0,806.0,500.0,731.0,501.0
62,767.0,320.0,776.0,310.0,759.0,310.0,788.0,303.0,748.0,302.0,811.0,328.0,725.0,326.0,836.0,396.0,701.0,395.0,856.0,456.0,684.0,456.0,792.0,361.0,736.0,360.0,805.0,413.0,733.0,415.0,806.0,501.0,731.0,501.0
63,768.0,323.0,776.0,312.0,759.0,313.0,789.0,303.0,748.0,304.0,812.0,329.0,726.0,328.0,837.0,399.0,700.0,398.0,856.0,458.0,684.0,460.0,790.0,362.0,734.0,362.0,805.0,415.0,733.0,418.0,807.0,501.0,732.0,501.0
64,768.0,325.0,776.0,315.0,759.0,315.0,788.0,305.0,748.0,305.0,811.0,331.0,726.0,327.0,837.0,400.0,702.0,397.0,856.0,462.0,688.0,468.0,790.0,364.0,735.0,363.0,805.0,414.0,733.0,417.0,807.0,501.0,731.0,501.0
65,768.0,327.0,777.0,317.0,760.0,317.0,788.0,307.0,748.0,307.0,810.0,333.0,726.0,330.0,835.0,400.0,703.0,398.0,858.0,464.0,688.0,473.0,790.0,363.0,734.0,363.0,804.0,409.0,732.0,413.0,805.0,500.0,731.0,504.0
66,768.0,329.0,777.0,319.0,760.0,319.0,789.0,308.0,748.0,307.0,811.0,335.0,725.0,330.0,834.0,404.0,702.0,401.0,856.0,470.0,685.0,473.0,789.0,366.0,733.0,365.0,805.0,410.0,731.0,415.0,806.0,498.0,730.0,505.0
67,769.0,330.0,777.0,322.0,761.0,322.0,789.0,310.0,750.0,310.0,813.0,336.0,727.0,332.0,834.0,407.0,701.0,398.0,856.0,470.0,694.0,477.0,793.0,369.0,736.0,367.0,801.0,410.0,729.0,416.0,811.0,496.0,735.0,502.0
68,769.0,334.0,777.0,325.0,761.0,326.0,789.0,313.0,750.0,315.0,813.0,338.0,730.0,336.0,834.0,407.0,705.0,404.0,855.0,470.0,695.0,483.0,793.0,370.0,737.0,369.0,803.0,411.0,728.0,416.0,813.0,495.0,732.0,502.0
69,769.0,336.0,777.0,327.0,761.0,328.0,788.0,314.0,750.0,316.0,811.0,338.0,730.0,336.0,831.0,407.0,706.0,405.0,852.0,476.0,686.0,479.0,793.0,368.0,739.0,367.0,810.0,413.0,731.0,416.0,823.0,494.0,729.0,504.0
70,768.0,339.0,776.0,330.0,761.0,330.0,787.0,317.0,750.0,318.0,810.0,339.0,730.0,337.0,834.0,407.0,706.0,405.0,855.0,474.0,686.0,480.0,791.0,369.0,738.0,368.0,805.0,413.0,730.0,416.0,811.0,498.0,729.0,504.0
71,769.0,341.0,776.0,332.0,761.0,333.0,788.0,319.0,750.0,322.0,810.0,340.0,731.0,339.0,833.0,408.0,708.0,408.0,853.0,478.0,690.0,481.0,792.0,368.0,738.0,368.0,807.0,414.0,730.0,416.0,818.0,497.0,728.0,503.0
72,769.0,343.0,776.0,334.0,761.0,335.0,788.0,322.0,751.0,326.0,810.0,341.0,732.0,341.0,831.0,410.0,710.0,409.0,849.0,481.0,692.0,483.0,794.0,367.0,741.0,367.0,814.0,413.0,732.0,416.0,832.0,494.0,728.0,503.0
73,770.0,343.0,776.0,334.0,761.0,337.0,787.0,321.0,751.0,327.0,811.0,341.0,732.0,342.0,832.0,410.0,706.0,408.0,851.0,481.0,686.0,481.0,795.0,367.0,742.0,368.0,811.0,415.0,731.0,417.0,826.0,495.0,727.0,503.0
74,770.0,346.0,776.0,337.0,761.0,338.0,788.0,324.0,751.0,329.0,811.0,343.0,733.0,341.0,834.0,412.0,706.0,406.0,853.0,480.0,685.0,481.0,792.0,368.0,739.0,367.0,810.0,418.0,730.0,418.0,819.0,497.0,725.0,503.0
75,770.0,346.0,777.0,338.0,762.0,340.0,788.0,325.0,752.0,330.0,811.0,344.0,734.0,339.0,833.0,412.0,704.0,398.0,852.0,480.0,686.0,477.0,791.0,368.0,738.0,366.0,811.0,418.0,730.0,418.0,820.0,497.0,725.0,503.0
76,770.0,349.0,777.0,341.0,763.0,342.0,789.0,328.0,752.0,331.0,814.0,348.0,733.0,342.0,833.0,417.0,702.0,400.0,852.0,482.0,689.0,479.0,799.0,372.0,743.0,370.0,816.0,416.0,728.0,420.0,833.0,493.0,725.0,503.0
77,770.0,351.0,777.0,343.0,762.0,344.0,790.0,330.0,,,815.0,350.0,734.0,343.0,836.0,417.0,703.0,393.0,853.0,480.0,693.0,467.0,799.0,374.0,744.0,372.0,815.0,417.0,728.0,421.0,830.0,494.0,723.0,503.0
78,771.0,352.0,778.0,344.0,762.0,345.0,793.0,334.0,,,815.0,350.0,734.0,345.0,835.0,418.0,708.0,404.0,855.0,479.0,688.0,479.0,791.0,355.0,734.0,353.0,809.0,417.0,729.0,418.0,817.0,496.0,724.0,501.0
79,770.0,354.0,778.0,346.0,763.0,346.0,792.0,335.0,,,815.0,353.0,734.0,348.0,836.0,419.0,708.0,408.0,854.0,479.0,697.0,484.0,796.0,372.0,740.0,370.0,813.0,419.0,729.0,420.0,826.0,494.0,729.0,501.0
80,771.0,353.0,778.0,346.0,763.0,346.0,792.0,336.0,753.0,338.0,813.0,349.0,735.0,346.0,834.0,418.0,713.0,411.0,853.0,479.0,696.0,487.0,789.0,358.0,734.0,356.0,811.0,420.0,729.0,420.0,814.0,498.0,720.0,498.0
81,771.0,353.0,778.0,346.0,763.0,346.0,792.0,336.0,,,814.0,349.0,736.0,345.0,835.0,418.0,714.0,408.0,854.0,479.0,698.0,484.0,789.0,358.0,735.0,356.0,809.0,420.0,728.0,420.0,812.0,498.0,719.0,498.0
82,771.0,354.0,779.0,346.0,763.0,347.0,793.0,336.0,,,815.0,351.0,736.0,346.0,835.0,420.0,714.0,408.0,852.0,485.0,699.0,486.0,792.0,355.0,735.0,352.0,812.0,418.0,727.0,419.0,822.0,495.0,720.0,500.0
83,771.0,353.0,778.0,346.0,764.0,347.0,793.0,336.0,,,815.0,351.0,737.0,346.0,834.0,420.0,714.0,407.0,851.0,485.0,696.0,485.0,792.0,356.0,736.0,353.0,812.0,418.0,728.0,419.0,823.0,495.0,721.0,500.0
84,771.0,352.0,778.0,344.0,763.0,345.0,792.0,335.0,,,814.0,350.0,736.0,344.0,833.0,420.0,714.0,406.0,849.0,486.0,698.0,486.0,792.0,356.0,736.0,353.0,812.0,419.0,728.0,420.0,823.0,495.0,723.0,500.0
85,771.0,351.0,778.0,344.0,763.0,344.0,792.0,335.0,,,814.0,350.0,736.0,343.0,834.0,419.0,714.0,402.0,850.0,485.0,700.0,482.0,791.0,356.0,735.0,353.0,810.0,418.0,727.0,420.0,820.0,495.0,721.0,500.0
86,771.0,352.0,778.0,344.0,764.0,345.0,792.0,335.0,,,814.0,350.0,738.0,343.0,834.0,420.0,716.0,402.0,849.0,486.0,702.0,481.0,792.0,356.0,737.0,353.0,812.0,419.0,728.0,420.0,823.0,495.0,721.0,500.0
87,772.0,351.0,779.0,344.0,764.0,345.0,791.0,334.0,754.0,335.0,813.0,349.0,737.0,342.0,833.0,419.0,714.0,400.0,847.0,487.0,699.0,481.0,791.0,356.0,736.0,353.0,813.0,417.0,728.0,419.0,825.0,494.0,722.0,499.0
88,771.0,352.0,777.0,343.0,763.0,344.0,789.0,333.0,753.0,335.0,812.0,350.0,735.0,345.0,837.0,420.0,711.0,409.0,850.0,493.0,700.0,479.0,790.0,374.0,737.0,371.0,811.0,423.0,725.0,421.0,819.0,498.0,718.0,497.0
89,772.0,351.0,779.0,343.0,764.0,344.0,792.0,334.0,754.0,335.0,814.0,350.0,734.0,345.0,834.0,420.0,712.0,409.0,850.0,487.0,695.0,488.0,789.0,357.0,733.0,355.0,810.0,417.0,728.0,418.0,818.0,494.0,722.0,499.0
90,773.0,350.0,779.0,342.0,765.0,343.0,790.0,329.0,754.0,332.0,815.0,349.0,736.0,345.0,836.0,418.0,709.0,405.0,854.0,479.0,697.0,483.0,796.0,375.0,742.0,373.0,813.0,419.0,725.0,420.0,825.0,494.0,722.0,501.0
91,773.0,345.0,779.0,337.0,765.0,339.0,789.0,324.0,752.0,329.0,812.0,344.0,737.0,335.0,833.0,410.0,711.0,369.0,853.0,473.0,701.0,389.0,798.0,371.0,745.0,368.0,820.0,413.0,728.0,417.0,837.0,489.0,724.0,499.0
92,772.0,342.0,777.0,333.0,763.0,335.0,787.0,320.0,751.0,324.0,811.0,340.0,736.0,339.0,830.0,410.0,720.0,402.0,846.0,475.0,718.0,466.0,802.0,368.0,749.0,369.0,828.0,412.0,735.0,416.0,847.0,482.0,730.0,500.0
93,771.0,337.0,777.0,328.0,763.0,330.0,788.0,316.0,752.0,319.0,812.0,337.0,736.0,336.0,831.0,408.0,719.0,403.0,847.0,472.0,717.0,470.0,802.0,367.0,748.0,367.0,823.0,412.0,732.0,418.0,837.0,485.0,728.0,503.0
94,770.0,331.0,776.0,322.0,763.0,324.0,787.0,310.0,,,813.0,331.0,741.0,329.0,836.0,403.0,721.0,394.0,856.0,462.0,710.0,460.0,801.0,363.0,749.0,362.0,820.0,414.0,732.0,418.0,826.0,488.0,727.0,503.0
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,769.0,316.0,777.0,309.0,763.0,308.0,790.0,298.0,754.0,296.0,815.0,319.0,734.0,312.0,841.0,391.0,705.0,373.0,858.0,449.0,695.0,439.0,791.0,352.0,736.0,348.0,807.0,409.0,729.0,414.0,807.0,497.0,728.0,500.0
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,769.0,299.0,776.0,289.0,760.0,290.0,788.0,283.0,749.0,284.0,813.0,311.0,728.0,310.0,838.0,374.0,703.0,369.0,855.0,434.0,686.0,424.0,796.0,354.0,741.0,354.0,806.0,409.0,732.0,414.0,803.0,497.0,729.0,503.0
